id	code	identifier	ID 10 N	userAgent	deviceLanguage	city	region	country	latitude	longitude	tagId	createdAt	updatedAt	BATCH NUMBER	type_envoi	code_parallele	article	emballage	date_envoi	nom_envoi	addresse_envoi	cp_envoi	ville_envoi	pays_envoi	DATE SCAN	HEURE SCAN (GMT)	DATE HEURE SCAN	PAYS CODE	PAYS NOM	OS	NAVIGATEUR
23271	3666057202506	110308745606134705	5606134705	Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Shenzhen	GD	CN	22.555900	114.057700		2024-12-12 06:16:06.068 +0100	2024-12-12 06:16:06.068 +0100	0347132	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	061606	20241212061606	CN	Chine	iOS	WeChat
23272	3666057269158	110977781935622869	1935622869	Mozilla/5.0 (Linux; Android 12; RKY-AN00 Build/HONORRKY-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/4496 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 06:20:24.124 +0100	2024-12-12 06:20:24.124 +0100	0413188	envoi_filiale	9500470193	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	062024	20241212062024	CN	Chine	Android	Chrome
23273	3666057202506	110308745607261370	5607261370	Mozilla/5.0 (Linux; Android 14; PGFM10 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/9228 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Zibo	SD	CN	36.799800	117.969700		2024-12-12 06:21:40.505 +0100	2024-12-12 06:21:40.505 +0100	0347079	envoi_filiale	9500470560	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	062140	20241212062140	CN	Chine	Android	Chrome
23274	3666057202520	110308985651496575	5651496575	Mozilla/5.0 (Linux; Android 12; ANA-AN00 Build/HUAWEIANA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/5416 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh	Guangzhou	GD	CN	23.118100	113.253900		2024-12-12 06:23:31.227 +0100	2024-12-12 06:23:31.227 +0100	0402108	envoi_filiale	9500470565	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	062331	20241212062331	CN	Chine	Android	Chrome
23275	3666057202476	110308439285986396	9285986396	Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0x18003426) NetType/WIFI Language/zh_CN	zh	Foshan	GD	CN	23.026100	113.137100		2024-12-12 06:27:38.364 +0100	2024-12-12 06:27:38.364 +0100	0346159	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	062738	20241212062738	CN	Chine	iOS	WeChat
23276	3666057202476	110308439285986396	9285986396	Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 SP-engine/2.98.0 main/1.0 baiduboxapp/13.59.5.10 (Baidu; P2 16.3.1) NABar/1.0 themeUA=Theme/default	zh	Foshan	GD	CN	23.026100	113.137100		2024-12-12 06:27:51.603 +0100	2024-12-12 06:27:51.603 +0100	0346159	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	062751	20241212062751	CN	Chine	iOS	Inconnu
23277	3666057202476	110308439282489937	9282489937	Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Dalian	LN	CN	38.938400	121.622400		2024-12-12 06:32:19.893 +0100	2024-12-12 06:32:19.893 +0100	0406013	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	063219	20241212063219	CN	Chine	iOS	WeChat
23278	3666057202476	110308439285986396	9285986396	Mozilla/5.0 (Linux; Android 6.0.1; SOV33 Build/35.0.D.0.326) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.91 Mobile Safari/537.36	en			CN	34.773200	113.722000		2024-12-12 06:34:35.949 +0100	2024-12-12 06:34:35.949 +0100	0346159	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	063435	20241212063435	CN	Chine	Android	Chrome
23279	3666057202506	110308748085792107	8085792107	Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Shanghai	SH	CN	31.222200	121.458100		2024-12-12 06:38:52.222 +0100	2024-12-12 06:38:52.222 +0100	0405158	envoi_filiale	9500470808	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	063852	20241212063852	CN	Chine	iOS	WeChat
23280	3666057202476	110308439287334379	9287334379	Mozilla/5.0 (Linux; Android 12; ALN-AL00 Build/HUAWEIALN-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300125 MMWEBSDK/20241103 MMWEBID/5774 MicroMessenger/8.0.54.2760(0x2800363F) WeChat/arm64 Weixin NetType/4G Language/zh_CN ABI/arm64	zh	Nanjing	JS	CN	32.058900	118.773800		2024-12-12 06:40:32.995 +0100	2024-12-12 06:40:32.995 +0100	0345177	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	064032	20241212064032	CN	Chine	Android	Chrome
23282	3666057202476	110308439287334379	9287334379	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 06:51:49.944 +0100	2024-12-12 06:51:49.944 +0100	0345177	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	065149	20241212065149	CN	Chine	iOS	WeChat
23283	3666057202520	110308985648693031	5648693031	Mozilla/5.0 (Linux; Android 12; BRA-AL00 Build/HUAWEIBRA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300149 MMWEBSDK/20240802 MMWEBID/4015 MicroMessenger/8.0.53.2740(0x2800353F) WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64	zh			CN	34.773200	113.722000		2024-12-12 06:59:02.650 +0100	2024-12-12 06:59:02.650 +0100	0402108	envoi_filiale	9500470564	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	065902	20241212065902	CN	Chine	Android	Chrome
23284	3666057202506	110308748064031821	8064031821	Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.47(0x18002f2c) NetType/WIFI Language/zh_CN	zh	Beijing	BJ	CN	39.911000	116.395000		2024-12-12 07:07:19.085 +0100	2024-12-12 07:07:19.085 +0100	0405108	envoi_filiale	9500470806	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	070719	20241212070719	CN	Chine	iOS	WeChat
23285	3666057269158	110977781937410471	1937410471	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/4G Language/zh_CN	zh	Hangzhou	ZJ	CN	30.299400	120.161200		2024-12-12 07:07:35.029 +0100	2024-12-12 07:07:35.029 +0100	0414026	envoi_filiale	9500470193	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	070735	20241212070735	CN	Chine	iOS	WeChat
23286	3666057202520	110308985647708583	5647708583	Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x18003633) NetType/WIFI Language/zh_CN	zh	Shenzhen	GD	CN	22.555900	114.057700		2024-12-12 07:10:49.725 +0100	2024-12-12 07:10:49.725 +0100	0349222	envoi_filiale	9500470564	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	071049	20241212071049	CN	Chine	iOS	WeChat
23287	3666057202476	110308439283081123	9283081123	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.47(0x18002f2c) NetType/WIFI Language/zh_CN	zh			CN	34.773200	113.722000		2024-12-12 07:11:05.239 +0100	2024-12-12 07:11:05.239 +0100	0346159	envoi_filiale	9500470928	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	071105	20241212071105	CN	Chine	iOS	WeChat
23288	3666057202506	110308748062625985	8062625985	Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 Ariver/1.1.0 AliApp(AP/10.6.70.6000) Nebula WK RVKType(1) AlipayDefined(nt:WIFI,ws:393|788|3.0) AlipayClient/10.6.70.6000 Alipay Language/zh-Hans Region/CN NebulaX/1.0.0	zh			CN	34.773200	113.722000		2024-12-12 07:12:44.897 +0100	2024-12-12 07:12:44.897 +0100	0405108	envoi_filiale	9500470806	80103084	PA	20240720	CDFI SHANGHAI	CHINA DUTY FREE INT'L LIMITED		WANCHAI	HONG KONG	20241212	071244	20241212071244	CN	Chine	iOS	Inconnu
